10000
plaque;marque;modele;millesime;kilometrage;categorie;prix;gearbox
EHT-342;Dodge;Kadjar;2012;138433;C;137923;1
OEM-250;_Kia;Golf;2018;37304;B;170495;1
RJF-838;Dodge;Micra;2010;66258;B;148164;1
QHF-511;Maserati;GLA-Class;2010;28494;B;184988;1
FXC-416;Ferrari;CLA;2012;282989;A;32787;1
FQD-564;Bentley;5008_SUV;2006;25278;C;79662;1
ERI-478;Tata_Motors;Soul;2019;227771;C;166753;1
QLH-523;Mazda;Mazda2;2015;292849;A;61150;0
MQO-239;Mazda;Kuga;2014;72024;C;104226;0
QFK-575;Volkswagen;Traveller;2007;190139;A;109708;0
TJO-463;_Kia;Carens;2012;150597;A;124438;0
WBK-693;Toyota;Juke;2013;113309;C;56959;0
CQK-592;_Kia;Arona;2013;24474;C;104892;1
LMS-635;_Peugeot;XC40;2009;129522;C;21445;0
FLB-450;Toyota;Tiguan;2011;116908;A;129415;1
DHI-025;_Kia;Insignia_Grand_Sport;2011;71166;A;82604;0
NQE-582;Ferrari;Renegade;2007;282933;A;69774;1
GVS-051;Maserati;Mini_Countryman;2005;263829;C;155024;0
UAA-847;Infiniti;Passat;2015;194402;C;50845;0
TDC-493;BMW;Trafic;2012;46436;B;146081;0
WAF-859;Aston_Martin;Compass;2008;228745;A;55557;1
HZK-875;Tata_Motors;Koleos;2018;271607;B;156313;1
TUQ-833;Renault;Mokka_X;2011;131829;B;117099;1
JJC-863;Bentley;108;2017;228386;C;158141;1
PMY-908;Volkswagen;ASX;2016;262398;C;187116;1
VPU-514;Subaru;Compass;2016;100659;B;114785;1
LGY-334;Infiniti;Renegade;2008;151183;A;109875;1
BKI-035;Maserati;Optima;2016;149661;C;67488;1
FZV-595;Tata_Motors;Yaris;2017;226951;A;178637;1
VRH-466;Aston_Martin;Kodiaq;2007;122129;A;135402;1
XXK-551;Dodge;108;2019;99303;B;21700;1
XHS-303;Mazda;Mazda2;2017;72267;A;48732;0
XNV-476;Lexus;Polo;2016;295251;C;86870;1
ETN-727;Koenigsegg;Clio;2018;278319;B;102013;0
JWQ-560;BMW;3_Series;2014;93143;A;49307;0
SBC-467;Jeep;Duster;2019;98660;C;95597;0
PHD-989;_General_Motors;Focus;2006;291196;C;169008;1
NLS-189;Jeep;500X;2013;164480;A;94742;1
TXD-460;Lexus;Combo_Life;2013;121467;C;15386;1
VYG-081;Dodge;GLA-Class;2012;142181;C;36874;0
DKU-686;_General_Motors;Fiesta;2009;280785;C;122690;0
QGV-830;Infiniti;Mokka_X;2015;193840;B;73897;0
CLQ-766;Koenigsegg;500X;2016;244695;B;161228;0
ODO-751;Mazda;Clio;2019;10603;B;67649;1
GCQ-698;_Kia;Captur;2005;194209;C;20646;0
YYW-981;BMW;Caddy;2016;114603;C;32866;1
MCU-346;_Peugeot;CR-V;2014;49671;C;72731;0
KGM-259;Maserati;Auris;2006;50527;C;38257;0
ZRN-360;Lexus;i10;2015;120741;A;72461;1
AFI-713;Ferrari;Ibiza;2012;102675;C;157532;1
JLO-318;Mazda;Fiesta;2012;195108;B;87301;0
ALA-979;Subaru;C1;2016;113880;A;183515;0
GQS-260;_Kia;Niro;2015;231653;C;45964;0
IWP-919;Ferrari;Trafic;2005;101879;A;159676;1
MBK-918;Subaru;CR-V;2005;226929;B;94116;0
YFS-049;Infiniti;Viva;2009;279272;C;54691;0
HSK-657;Tata_Motors;DS_7_Crossback;2018;181934;B;105761;1
KJK-456;Renault;Tucson;2009;247386;C;96900;1
OUA-737;Maserati;MG3;2007;275289;C;75283;0
BUW-161;Koenigsegg;Golf;2013;193949;A;186741;1
JCG-540;BMW;Ateca;2016;229549;B;16381;0
UUO-846;Maserati;Tiguan_Allspace;2015;133631;C;181547;0
DHE-563;Suzuki;Giulia;2018;215508;B;75367;1
XHB-485;BMW;Grand_Tourneo_Connect;2010;170610;A;118285;1
TQQ-058;Renault;Carens;2018;42483;B;132565;1
GCI-557;Toyota;ADAM;2007;60963;C;41115;0
GED-377;Volkswagen;Karoq;2015;24171;C;61796;1
LIY-994;Mazda;Swift;2017;9314;A;71852;0
NZN-070;Volkswagen;Sharan;2019;118834;B;199168;1
QCN-766;Koenigsegg;Tiguan_Allspace;2018;231259;C;112699;1
QWU-659;Volkswagen;208;2016;285643;C;138654;1
ESQ-008;Lexus;Grandland_X;2007;171256;C;96866;0
VWV-767;Ferrari;i20;2009;297689;A;123204;0
AKW-344;Subaru;Superb;2012;131278;C;83907;0
JHR-144;Dodge;Golf;2016;13246;B;96343;0
FGY-007;Bentley;forfour;2019;80629;C;97898;0
ZKY-856;Volkswagen;2_Series;2014;286042;C;35515;1
UGC-404;Mazda;Doblo;2016;43992;C;22806;0
XMC-859;_Peugeot;Yaris;2016;292365;A;54631;1
VQM-358;BMW;C1;2007;270857;C;100658;0
WKL-204;Volkswagen;Corsa;2005;261516;C;104567;1
RHT-649;Bentley;Qashqai;2016;61142;C;34356;0
ISB-684;Subaru;Eclipse_Cross;2008;163702;C;71577;1
JTK-663;Aston_Martin;508;2017;166418;C;108256;0
NUW-070;Jeep;i800;2007;207603;A;194874;0
TGI-763;_Peugeot;Rio;2017;29777;B;15856;0
ESD-834;_Peugeot;Ateca;2012;119465;C;105831;0
YWI-155;Subaru;Carens;2005;7530;B;195205;1
OWY-764;Suzuki;ADAM;2005;220217;C;17558;1
QLZ-258;Ferrari;Grand_C-MAX;2012;283514;B;158887;1
LKI-356;Ferrari;Kadjar;2005;227705;A;54820;0
ADN-378;_General_Motors;Alhambra;2005;201432;B;191682;0
BYR-612;_Peugeot;C3_Aircross;2017;143775;A;50531;1
LJB-292;Ferrari;Celerio;2009;24283;A;70264;1
GOX-348;_General_Motors;308;2013;198081;C;146308;1
QGR-690;_Kia;Carens;2006;40526;C;160545;0
LNY-780;BMW;Caddy;2006;178572;C;175807;0
AAU-723;Suzuki;108;2010;70804;B;119497;0
QHG-585;BMW;A3;2018;45789;B;110832;0
LFP-612;Infiniti;Alhambra;2019;115621;C;94602;0
ICA-561;Bentley;508;2014;220699;B;196443;0
UEB-037;Toyota;3008_SUV;2019;272533;B;110238;0
SDE-185;Subaru;108;2019;10405;C;187531;0
MHL-523;Mazda;Stonic;2007;215522;A;36636;0
YNP-305;Volkswagen;X1;2016;173251;A;105616;1
BSF-815;Bentley;Grand_Scenic;2014;96337;C;178254;1
LFA-485;Maserati;Kadjar;2014;177391;C;170830;0
RBK-282;Aston_Martin;1_Series;2010;26236;B;159676;0
AOM-138;Aston_Martin;GS;2019;184077;A;15315;0
XPV-952;Koenigsegg;PROACE_Verso;2012;147161;A;123386;1
RUT-557;Dodge;Tiguan;2005;250023;A;105529;1
DVJ-476;Koenigsegg;500L;2016;92524;C;160033;1
MPG-913;_Kia;Mini;2008;63813;B;22176;1
QEU-119;Mazda;Karoq;2005;294406;C;43024;1
HAW-007;Bentley;Grand_C4_SpaceTourer;2015;217983;C;132753;0
EWF-332;Bentley;Q2;2019;206057;B;90582;1
UEH-842;Bentley;Outlander;2014;122975;B;102935;1
HSF-051;Ferrari;C4_SpaceTourer;2010;224796;B;139581;0
GFO-419;Mazda;308_SW;2012;280868;A;134286;1
EFC-004;Suzuki;CR-V;2012;145422;C;136806;0
UUP-773;Infiniti;Arona;2013;293818;B;132017;1
KQP-245;Infiniti;Niro;2009;182975;C;164467;0
RZF-521;Ferrari;fortwo;2019;175858;B;192786;1
YDO-959;Subaru;PROACE_Verso;2015;230743;C;168080;1
DLK-807;Infiniti;Vitara;2007;74256;C;113751;1
OCT-097;Aston_Martin;i20;2014;258071;A;71074;0
FCR-430;Tata_Motors;Swift;2018;148312;A;110378;0
FJG-050;Mazda;Giulietta;2013;51139;A;81724;0
QON-914;Aston_Martin;Venga;2017;40066;B;166714;0
XRJ-068;Aston_Martin;Q2;2017;156500;B;119265;1
EJR-053;Aston_Martin;Ignis;2009;132522;A;113124;1
PZT-216;Volkswagen;X1;2016;290305;A;107301;1
XRY-482;Maserati;Picanto;2008;298631;B;167705;1
XBV-512;_Peugeot;ASX;2017;207248;A;153857;1
RVV-000;Subaru;fortwo;2019;276879;C;58873;0
IRX-115;Dodge;Logan_MCV_Stepway;2017;38425;A;53672;1
SDW-959;BMW;Outlander;2005;212473;B;72844;1
WLZ-867;Volkswagen;Sandero;2014;166871;A;184619;0
HJW-156;Aston_Martin;Qashqai;2008;276218;B;15992;0
YBG-138;BMW;Carens;2007;187212;B;181305;0
HIQ-348;Suzuki;GLA-Class;2015;138836;B;83311;1
QXH-972;_General_Motors;S-MAX;2016;152485;B;140269;1
GMV-062;_Kia;Trafic;2018;48568;A;85473;1
NKD-780;Tata_Motors;Vitara;2013;221775;A;92331;1
TBY-519;_Kia;Traveller;2005;260052;B;193196;1
BWJ-954;Volkswagen;fortwo;2013;269980;A;183977;1
QHY-892;Toyota;Focus;2008;114574;B;113917;1
SEO-225;Aston_Martin;208;2011;200115;C;170872;1
KYO-973;Ferrari;Outlander;2008;235945;C;136992;0
WEK-750;_Peugeot;Berlingo;2005;280711;A;17866;1
JDQ-064;_Kia;A1;2015;37828;C;129905;1
SBB-553;Ferrari;Kona;2010;9958;A;116098;0
VZO-176;Lexus;Megane;2009;126037;B;199217;1
BKD-626;Lexus;Astra;2012;52919;B;44029;1
IWP-547;Lexus;Tiguan_Allspace;2009;149877;C;116239;0
OTD-694;Mazda;508;2015;231198;C;25560;1
KWM-880;Ferrari;Fabia;2019;44287;B;18653;0
SQX-578;Tata_Motors;C-MAX;2013;51634;B;34533;0
XGJ-008;Jeep;C1;2011;142134;B;135568;0
UKX-708;Aston_Martin;Swift;2008;275690;A;51265;0
HUD-571;_Kia;C3;2017;188124;B;104730;0
OSC-629;Lexus;ZS;2012;225301;C;27943;1
WVM-566;Maserati;Mini_Countryman;2006;46968;C;161888;1
GXW-493;Dodge;Crossland_X;2018;222152;A;16003;0
OPY-357;Subaru;Arona;2015;197014;B;53520;1
OZH-673;Infiniti;Tarraco;2009;124882;C;29839;0
WSU-692;Suzuki;Crossland_X;2005;175200;B;80424;0
CHL-597;Volkswagen;Carens;2018;226915;B;192443;1
IWD-913;Mazda;Juke;2012;79332;C;30881;0
SBQ-437;Suzuki;308;2009;106199;A;89846;1
YAO-058;Dodge;Grand_C-MAX;2008;159269;B;133394;0
FMJ-348;_Peugeot;Grand_Tourneo_Connect;2009;47780;A;192459;1
CBU-407;Infiniti;CX-5;2006;170264;C;65213;0
NLL-397;Infiniti;Sportage;2008;182746;A;107656;1
RMT-423;Infiniti;Citigo;2015;236316;A;54143;0
UDR-955;Tata_Motors;Niro;2012;24225;A;129234;0
GSX-957;Infiniti;Arona;2018;270003;B;17351;1
VIK-216;_Peugeot;Ateca;2014;260225;A;15568;1
RGX-972;Jeep;IONIQ;2011;144427;A;127165;1
EQZ-417;Ferrari;XC40;2006;81221;A;74605;1
OPE-722;Infiniti;MG3;2009;200982;C;135086;1
IWN-223;Bentley;Koleos;2005;111073;C;60019;1
JCI-734;Toyota;Grand_Tourneo_Connect;2013;258806;C;196498;0
YGT-391;Bentley;X2;2010;189395;A;124160;1
YWL-906;Volkswagen;Polo;2017;142411;C;64809;0
IVI-816;_Peugeot;Tipo;2015;133712;A;164629;1
DXU-467;Tata_Motors;Golf;2013;42591;A;44998;1
HHQ-546;_Peugeot;Mazda6;2014;42801;A;52598;1
HOO-818;Toyota;Captur;2008;294337;B;112798;1
JRZ-184;Ferrari;C4_SpaceTourer;2009;60771;C;132239;0
DFS-598;Dodge;DS_3;2009;230115;A;127002;0
OXB-585;BMW;Passat;2010;193046;C;131835;1
LRQ-949;_Peugeot;Grand_Scenic;2009;20509;A;38616;0
VCS-962;Mazda;108;2019;243048;B;38469;1
ZLT-545;Lexus;Logan_MCV_Stepway;2011;235306;C;156851;1
GJG-133;Infiniti;C1;2011;13009;B;59367;1
FTZ-392;Dodge;i800;2013;201280;A;98154;0
WWZ-344;Bentley;2008_SUV;2009;285440;A;169264;1
ICS-531;Suzuki;3008_SUV;2014;188021;B;85809;0
YBQ-281;Renault;Octavia;2019;101934;A;159390;1
TZT-516;Jeep;Mazda6;2011;289295;C;173788;0
SCZ-756;_General_Motors;ix20;2015;258611;A;39948;1
LJF-485;Aston_Martin;ASX;2018;285038;C;44858;1
WLF-906;Suzuki;Yaris;2017;27599;C;139165;0
VWO-984;Renault;Ignis;2018;67726;B;44179;1
RBA-750;Lexus;500L;2009;158129;C;103292;1
JYJ-174;Dodge;Captur;2007;291466;A;85857;0
HAX-578;Volkswagen;Trafic;2005;211368;C;118149;0
GMD-487;Tata_Motors;S-Cross;2009;290299;C;146194;1
PID-561;Subaru;Tourneo_Connect;2016;148341;C;134071;1
MHH-251;Volkswagen;Octavia;2015;237322;C;183605;1
SUG-420;Koenigsegg;Compass;2016;45816;B;137367;0
NBM-609;Lexus;CR-V;2008;262855;C;146453;1
VEQ-230;Aston_Martin;500;2017;247719;B;117635;0
EYU-199;Jeep;500X;2010;70519;B;36256;1
PNO-231;Subaru;Fabia;2015;155240;C;91551;0
RNA-128;Dodge;Octavia;2006;276707;B;40016;1
NRV-218;Dodge;Tourneo_Connect;2010;201938;A;34981;1
IKQ-723;BMW;Venga;2015;206533;A;51639;1
EMI-117;Tata_Motors;Tiguan;2014;291745;A;176522;0
AZY-022;Koenigsegg;Mazda2;2005;88039;B;168689;1
TAP-057;Dodge;ix20;2006;290932;A;116829;1
SYH-562;Dodge;Tiguan_Allspace;2009;138965;B;96936;0
TBS-934;_Peugeot;Kuga;2010;180198;C;94331;1
EIW-085;_Kia;Grand_C-MAX;2012;159596;C;66459;1
XFO-899;_Kia;Logan_MCV_Stepway;2009;234177;C;179198;1
DAX-234;Dodge;Doblo;2009;36289;A;174248;1
TUY-222;_Peugeot;Vito;2013;177787;B;68653;1
GZN-536;Dodge;2_Series;2018;142406;C;109566;1
NJJ-516;Dodge;Tipo;2015;223959;C;167996;0
UYX-364;Lexus;Qashqai;2013;101007;A;154539;1
WJG-186;Lexus;Golf;2009;106426;A;62936;0
ZGT-666;Tata_Motors;C3_Aircross;2009;119806;C;143698;0
AFG-829;Lexus;Grand_Scenic;2013;56858;A;155101;1
YOA-342;Toyota;Qashqai;2010;228469;B;142464;1
KXV-437;Jeep;Superb;2018;287768;C;68804;0
GMS-353;BMW;Giulia;2005;285506;B;175811;1
IDL-031;Maserati;Panda;2006;94724;B;63458;1
FMS-058;Koenigsegg;Tucson;2017;114610;A;84564;0
XGO-613;_Kia;Berlingo;2006;154066;C;77209;1
OHB-080;_Kia;500;2010;100429;B;78090;1
SOU-005;Ferrari;X1;2014;25372;A;138670;0
XOC-904;Renault;Prius;2014;260360;A;193349;1
HTN-300;_Peugeot;Tourneo_Courier;2006;255652;A;194845;0
OTS-807;Infiniti;2008_SUV;2015;62622;A;61527;0
LVJ-494;Dodge;DS_3;2012;49760;B;39600;1
COC-442;Jeep;Polo;2010;141456;B;59758;0
RQL-026;BMW;Mirage;2011;53247;A;73306;1
AYJ-466;Lexus;Vito;2015;269426;A;161633;1
KJD-769;Volkswagen;CLA;2019;167396;A;155472;1
SEJ-482;_General_Motors;Koleos;2015;259936;A;61499;0
ZGQ-094;Suzuki;Zoe;2013;2401;C;148513;1
PXO-040;_General_Motors;Mii;2008;100204;B;123777;1
CJV-903;Ferrari;Duster;2014;97219;C;61980;0
JJN-230;Bentley;i20;2015;167032;C;164763;1
QVG-915;Lexus;Auris;2011;19759;B;157876;1
WKS-713;Bentley;Golf_SV;2006;64365;A;150662;0
BVN-737;_Peugeot;Q2;2011;281716;A;128897;1
GUN-634;_General_Motors;Swift;2018;69249;A;96823;1
KTV-837;Maserati;Citigo;2019;151953;C;22722;1
OYL-107;Tata_Motors;A1;2013;292414;B;199414;0
WAY-863;Koenigsegg;Focus;2013;243005;A;81691;1
RWD-606;BMW;Galaxy;2006;196840;C;57006;1
OAG-569;Lexus;2_Series;2018;14333;A;43481;0
TQA-143;Dodge;C3_Aircross;2012;296799;A;140815;0
SHY-197;_General_Motors;fortwo;2015;111665;C;159646;1
TVC-089;Subaru;Ateca;2008;173459;A;23553;0
MQR-659;Maserati;Sportage;2014;133813;B;130108;0
JGD-151;Lexus;CX-3;2005;151807;B;133159;0
GNX-868;Maserati;C5_Aircross;2012;104528;C;152977;0
OBI-384;_General_Motors;Juke;2012;28729;A;153846;1
BGJ-498;Bentley;IONIQ;2019;270559;A;195279;0
RET-052;Dodge;Mini_Countryman;2018;256742;A;193234;1
GQR-956;Jeep;Logan_MCV;2019;190205;B;111468;1
SZF-503;Renault;C4_Cactus;2010;17974;B;150521;0
XEF-805;_Peugeot;Kona;2011;240789;B;137826;1
YMB-612;Suzuki;Trafic;2012;130143;B;166939;0
LUV-086;Toyota;Logan_MCV;2013;91592;C;42091;0
MYO-798;BMW;1_Series;2010;293865;C;90963;0
JGB-453;Ferrari;Logan_MCV_Stepway;2005;106422;A;63937;0
JXW-557;Infiniti;308;2015;264801;C;192023;1
EXQ-959;Suzuki;308_SW;2014;73107;B;168150;0
ROT-993;Suzuki;ADAM;2016;280733;C;37670;0
BXA-340;Lexus;Mini;2016;179336;B;98604;0
TEB-253;_General_Motors;A-Class;2013;28807;C;80461;1
IMT-021;Dodge;GS;2018;273897;B;177411;0
TFQ-375;Ferrari;Juke;2011;288804;C;187008;0
MUL-682;Subaru;GLA-Class;2015;93969;B;64819;1
YZB-726;Mazda;Tarraco;2006;119905;C;117952;1
WBF-443;BMW;Rio;2017;228782;B;141750;0
PCM-460;Toyota;CX-5;2006;144592;C;168829;0
EVR-141;Suzuki;CX-5;2014;82538;C;48042;0
OGY-139;Bentley;Outlander;2005;170369;B;43048;0
VZD-700;BMW;Insignia_Country_Tourer;2015;218674;A;55797;1
EAW-243;Jeep;Logan_MCV_Stepway;2015;61211;A;179489;0
PHT-383;Aston_Martin;Rio;2009;124596;B;88400;1
UJD-545;Lexus;3008_SUV;2011;9682;A;183416;1
YHZ-285;Renault;Celerio;2013;122221;A;122087;0
CHN-418;_General_Motors;Kadjar;2007;17355;A;155724;0
ZFZ-537;_Kia;Superb;2009;105206;A;18160;1
KIY-220;Jeep;Carens;2015;256758;B;31717;1
NQJ-207;BMW;up!;2007;96940;A;25211;1
DYX-715;Volkswagen;Ateca;2005;182193;A;41920;1
RPY-295;Bentley;Passat;2012;235459;B;91946;0
TGS-682;_Kia;Citigo;2014;2942;B;88636;1
AAJ-163;Toyota;B-Class;2015;254066;C;62479;1
MDE-705;Suzuki;T-ROC;2014;147424;B;133254;1
KKA-337;Tata_Motors;Jazz;2005;93602;C;97203;0
ZKO-928;_Peugeot;Rifter;2013;93070;A;35512;0
FIP-531;Volkswagen;Alhambra;2006;73386;A;153575;1
YEN-380;Subaru;Traveller;2010;100759;B;107215;1
HYS-920;Aston_Martin;DS_3;2006;18015;B;182437;1
KXE-717;Ferrari;Koleos;2014;213800;A;174124;0
PYO-024;Volkswagen;Tiguan;2013;95304;A;151727;0
FGY-448;_General_Motors;C5_Aircross;2010;209562;B;166008;1
LDB-594;Aston_Martin;ceed;2006;225295;B;165682;1
AVQ-736;Maserati;C1;2016;87499;B;121084;1
JDW-021;Dodge;Kuga;2018;69377;A;68878;0
NDR-510;Koenigsegg;Polo;2005;154907;C;127328;1
RHN-515;Suzuki;Kona;2009;190689;B;190743;0
XWW-147;Suzuki;Kona;2013;144914;C;29377;0
ENT-879;Aston_Martin;Traveller;2011;275589;A;122355;0
TNS-094;Bentley;Grand_C-MAX;2019;159301;C;71027;1
NTX-309;Renault;Golf_SV;2016;231134;A;48679;1
EOQ-486;Bentley;Sandero;2011;34886;A;174521;0
ZHL-320;Suzuki;Auris;2005;197590;A;140550;0
BGC-349;_Peugeot;Eclipse_Cross;2010;75330;A;44146;0
IXB-689;_Kia;Mini;2017;67153;C;32048;0
QBN-465;Infiniti;500L;2015;194854;C;107846;1
THT-929;Suzuki;Insignia_Grand_Sport;2015;70181;C;85098;0
KCI-071;Koenigsegg;i10;2008;266460;C;26832;1
XCI-841;Lexus;CX-5;2008;184348;C;84400;1
YMG-838;Suzuki;Kuga;2010;64401;A;59430;0
LJM-863;Aston_Martin;Berlingo;2012;77265;B;117065;1
EVQ-942;Dodge;Mii;2009;250260;C;66637;0
HCX-743;Toyota;Juke;2016;173751;B;112528;1
MOZ-410;Mazda;Kuga;2005;255093;C;58131;1
ODL-730;_General_Motors;ZS;2016;36026;B;114635;1
MKF-462;Koenigsegg;T-ROC;2011;29292;C;118689;0
OHY-634;Bentley;Superb;2019;170276;B;73970;0
ZGF-067;Toyota;Logan_MCV_Stepway;2018;169350;A;191272;0
FYT-680;Mazda;GLA-Class;2013;15096;C;29806;0
INJ-573;BMW;Sharan;2005;79917;A;54242;0
GIN-388;Ferrari;Golf_SV;2011;165528;B;117270;1
IID-474;Jeep;Fiesta;2015;172622;C;61443;1
UVA-973;Jeep;Berlingo;2016;244942;B;66583;0
WNP-210;Aston_Martin;XC40;2009;148261;B;115121;0
XWG-421;Lexus;Grand_Tourneo_Connect;2019;30713;A;127484;1
RDG-240;Tata_Motors;Eclipse_Cross;2010;110096;A;122936;0
WDU-289;Jeep;Q2;2006;171232;A;33180;0
GOQ-292;Suzuki;Insignia_Grand_Sport;2014;286107;A;56516;1
QJE-186;BMW;C3_Aircross;2009;100401;A;64449;1
MGA-946;Suzuki;CX-3;2005;287195;B;180309;1
YDZ-753;Lexus;C3;2005;83939;C;180728;1
QZN-820;Jeep;Viva;2011;96938;B;30687;1
IGV-880;Lexus;Micra;2019;78392;A;76304;0
VHQ-272;Subaru;Trafic;2014;287123;A;136575;0
KRI-778;Ferrari;Mazda6;2012;98409;A;105976;0
WWK-748;Maserati;Koleos;2008;221920;B;159024;1
UAR-396;Volkswagen;Grand_C-MAX;2012;295442;A;110757;0
SOI-953;Jeep;CR-V;2017;252193;C;123527;0
FQV-954;Tata_Motors;A3;2008;219671;B;65513;1
CKO-437;Bentley;Renegade;2012;245022;A;179997;1
LOZ-160;_Kia;Clio;2015;95080;A;41616;0
RCM-185;Aston_Martin;C-MAX;2014;2206;C;106684;0
WDR-967;Aston_Martin;Tipo;2013;146713;C;168979;0
JTY-524;Dodge;Sportage;2011;32076;A;190483;1
WUT-733;Lexus;Ibiza;2013;63793;C;33071;1
IIF-473;_Kia;Clio;2009;19615;C;167374;0
CEQ-628;Jeep;ASX;2009;159999;A;133783;0
YWI-091;Lexus;308;2010;175490;C;167974;1
AFJ-413;Bentley;Mazda6;2019;195306;A;124225;1
FAV-916;Tata_Motors;Corsa;2017;271727;C;74435;1
ZJW-369;Maserati;500;2006;256455;C;63833;1
OHR-154;Toyota;up!;2017;201380;C;31157;1
LYC-222;Subaru;Mazda2;2005;108210;A;51384;0
QHZ-315;Lexus;Logan_MCV_Stepway;2012;4199;A;88059;0
LNY-328;Toyota;S-MAX;2006;69188;B;124762;0
SEV-608;Infiniti;A1;2009;61370;A;146382;0
UJG-113;_Kia;CX-3;2012;272211;B;140602;1
SLL-399;_General_Motors;Panda;2018;147588;A;128254;0
KHN-371;Renault;Civic;2007;19684;C;133155;1
KWG-048;_Peugeot;C5_Aircross;2017;282308;B;152501;1
SUN-366;Suzuki;C4_Cactus;2015;213216;B;32974;0
NZN-059;_Peugeot;Mirage;2009;128161;C;175435;0
MGH-890;Koenigsegg;Ibiza;2019;269730;A;77294;0
LNI-680;Mazda;Mini_Countryman;2011;27640;C;81590;0
VFP-937;Mazda;MG3;2005;115027;C;145191;1
KVH-977;Infiniti;T-ROC;2019;276782;C;145653;1
WTE-679;_Peugeot;Micra;2005;10317;C;181892;0
VZA-840;Suzuki;Trafic;2017;85216;A;168052;1
ZHH-620;Infiniti;508;2006;295399;C;37835;1
KBN-194;_Peugeot;fortwo;2008;134559;B;72945;0
IQI-385;Maserati;Tipo;2014;221781;B;54335;0
SHD-354;Tata_Motors;IONIQ;2011;184746;C;178591;0
YRS-925;Bentley;Sportage;2007;198177;B;73951;0
QHD-418;Bentley;Trafic;2014;267059;A;136314;0
VXD-090;Renault;Tourneo_Connect;2010;203898;C;149937;1
VBR-154;Bentley;Golf;2011;47681;C;20574;1
AWX-223;_General_Motors;595;2018;35820;A;170348;0
GSL-549;Renault;C1;2014;273789;B;68839;1
RIT-593;BMW;A-Class;2014;263738;A;98683;1
XJF-815;Toyota;Vito;2012;139757;A;56268;0
LGY-690;Volkswagen;Ateca;2016;156998;C;174166;1
ZGF-402;Aston_Martin;Tiguan;2015;7737;A;76416;1
FSB-941;_General_Motors;Trafic;2007;262975;C;90992;1
XXZ-426;Renault;Vitara;2007;185955;C;105454;0
FFX-135;Jeep;Qashqai;2019;79557;A;107202;0
FTE-651;Volkswagen;Sandero;2009;273699;C;28623;0
SPG-399;Suzuki;Giulietta;2010;143933;A;49971;0
LKF-709;Suzuki;Outlander;2014;74631;A;188921;0
EJT-198;_Peugeot;SpaceTourer;2007;24593;C;185481;0
XIK-213;Toyota;Passat;2017;169634;C;159220;1
KJD-848;Subaru;Tucson;2018;195614;A;197680;0
MFB-905;_Kia;Picanto;2006;16554;B;145340;0
LYA-056;BMW;Golf;2011;26363;A;151579;0
ZLI-784;Tata_Motors;Astra;2010;175334;C;38768;1
FNR-654;Bentley;Tipo;2006;14949;B;147900;1
RLU-231;Mazda;Corsa;2019;108120;B;64022;1
SOD-226;_Peugeot;fortwo;2009;50813;B;47213;0
KNN-701;Renault;i800;2014;93112;A;166894;0
TSN-690;Infiniti;Captur;2013;193030;C;132904;0
VDR-938;_Peugeot;Qashqai;2008;44970;A;146041;1
NVT-154;Suzuki;Astra;2018;77957;C;113571;0
WZV-927;Mazda;Duster;2014;49297;A;171664;0
CXO-264;Volkswagen;i20;2016;10068;A;16729;1
VWA-396;Mazda;Sharan;2012;30786;C;86248;0
WIW-349;_Peugeot;Passat;2007;297352;C;96900;0
DWV-585;_Kia;Zoe;2018;228265;C;183602;1
WDU-360;Lexus;208;2011;243339;A;72461;0
CNX-881;Jeep;CX-3;2015;45499;C;103663;0
XST-516;BMW;Q2;2009;73436;A;86855;0
YAI-060;Maserati;S-Cross;2014;85249;A;111827;1
ZQU-083;Dodge;Insignia_Grand_Sport;2006;192841;A;101012;1
DME-711;Koenigsegg;500;2010;10155;B;197740;0
IYO-098;Subaru;Compass;2018;8969;A;20093;0
QVA-558;Bentley;Fiesta;2006;172219;C;59828;0
QFW-991;Bentley;Grand_Scenic;2019;118447;A;128910;0
SAA-517;Maserati;C4_Cactus;2008;102212;C;128012;0
JRY-678;Bentley;Swift;2015;91818;B;161624;0
ILK-750;Subaru;Qubo;2016;159017;B;123357;1
EHP-816;Toyota;Civic;2007;282779;A;187586;1
HYU-857;Bentley;308;2013;176486;C;24623;0
USM-169;Volkswagen;Citigo;2008;44353;C;66414;1
VNZ-586;Koenigsegg;Logan_MCV;2011;64564;C;32962;0
CHD-343;Ferrari;500X;2011;32555;B;191673;0
XRO-313;Subaru;Traveller;2008;232031;C;57229;0
IAS-756;_General_Motors;Combo_Life;2009;233701;C;183752;0
YNN-205;Subaru;Octavia;2014;71340;A;28642;0
WEV-912;BMW;Octavia;2005;52678;A;193804;1
GJU-183;Bentley;Sandero_Stepway;2016;283170;B;179780;0
DGC-366;Lexus;i10;2007;8586;A;91851;0
UQM-166;Mazda;C3_Aircross;2010;266409;B;99131;1
XSS-086;Subaru;Grand_Scenic;2019;181289;C;183409;0
NQT-550;Lexus;IONIQ;2014;82446;A;43687;0
ZCB-068;Suzuki;Superb;2019;179051;A;115227;1
HES-090;Maserati;MG3;2014;159736;B;83314;1
MCJ-017;Jeep;Fiesta;2015;99060;B;77027;0
DGC-046;_General_Motors;Q2;2016;38750;B;96862;0
XHI-683;Aston_Martin;308;2008;236250;C;127310;0
TGK-185;Bentley;Eclipse_Cross;2008;218552;A;171273;0
